ANTH 3009, "Modern Issues, Ancient Times: Food and Alcohol", "Considers issues of vital importance to humans, both now and in ancient times. Topics such as food, death, sex, family, literacy, or power are explored to consider how ancient societal norms and attitudes evolved and how they relate to modern culture. Draws on material and literary evidence to develop an understanding of the complexities of ancient life. May be repeated up to 6 total credit hours. Same as CLAS 3009."
ANTH 3009, "Modern Issues, Ancient Times: Race and Antiquity", "Considers issues of vital importance to humans, both now and in ancient times. Topics such as food, death, sex, family, literacy, or power are explored to consider how ancient societal norms and attitudes evolved and how they relate to modern culture. Draws on material and literary evidence to develop an understanding of the complexities of ancient life. May be repeated up to 6 total credit hours. Same as CLAS 3009."
ANTH 3010, "The Human Animal", "Identifies genetic, anatomical, physiological, social, and behavioral characteristics humans share with other mammals and primates. Explores how these characteristics are influenced by modern culture. Recommended prerequisite: ANTH 2010."
ANTH 3170, "America: An Anthropological Perspective", "Historical and contemporary aspects of American life are considered from an anthropological perspective."
ANTH 3300, "Elements of Religion", "Explores universal components of religion, as inferred from religions of the world, ranging from smaller-scale oral to larger-scale literate traditions. Same as ETHN 3301."
ANTH 4020, "Explorations in Anthropology: Anthropology of War", "Special topics in cultural and physical anthropology, as well as archaeology. Check with the department for semester offerings. May be repeated up to 9 total credit hours. Same as ANTH 5020."
ANTH 4020, "Explorations in Anthropology: Race and Mixed Race Experience", "Special topics in cultural and physical anthropology, as well as archaeology. Check with the department for semester offerings. May be repeated up to 9 total credit hours. Same as ANTH 5020."
ANTH 4020, "Explorations in Anthropology: Archaeology Material Culture", "Special topics in cultural and physical anthropology, as well as archaeology. Check with the department for semester offerings. May be repeated up to 9 total credit hours. Same as ANTH 5020."
ANTH 4020, "Explorations in Anthropology: Anthropology of Hunting", "Special topics in cultural and physical anthropology, as well as archaeology. Check with the department for semester offerings. May be repeated up to 9 total credit hours. Same as ANTH 5020."
ANTH 4060, "Nutrition and Anthropology", "Overview of the evolution of human diet and ecological and cultural factors shaping modern diets. Introduces fundamentals of nutrition and analysis of nutritional status. Analyzes ecological, social, and cultural factors leading to hunger and undernutrition, as well as biological and behavioral consequences of undernutrition. Recommended prerequisites: ANTH 2010 and ANTH 2020 or EBIO 1210 and EBIO 1220 or EBIO 1030 and EBIO 1040. Same as ANTH 5060."
ANTH 4120, "Advanced Biological Anthropology: Human Behavioral Endocrinology", "Selected topics in physical anthropology emphasizing faculty specialties. Topics may include population genetics and its application to understanding modern human diversity, human population biology, and primate ecology and evolution. Check with department for semester offerings. May be repeated up to 6 total credit hours.  Same as ANTH 5120. Recommended prerequisite: ANTH 2010 or ANTH 2020 or EBIO 1210 or EBIO 1220."
ANTH 4130, "Advanced Osteology", "Detailed study of the human skeleton with special attention to health and demographic conditions in prehistoric cultures and the evaluation of physical characteristics and genetic relationships of prehistoric populations. Recommended prerequisites: ANTH 2010 and ANTH 2020 and ANTH 4000 and students with 57-180 credits (Juniors or Seniors). Same as ANTH 5130."
ANTH 4220, "From Olmec to Aztec: The Archaeology of Mexico", "Examines the archaeology of Mexico from the initial peopling of the Americas to the Spanish conquest of the Aztec empire. Studies origins of complex societies; ancient Mexican cities, states and empires; religion and politics; trade and interaction; ecology and economy; and social organization. Recommended prerequisite: ANTH 2200. Same as ANTH 5220."
ANTH 4235, "Landscape Archaeology", "Explores how humans and the environment have influenced each other throughout history. Considers what landscapes are, how archaeologists study them, and why such study is important. Examines the most prominent theoretical and methodological approaches to the study of landscapes and explores a series of different types of landscapes, including sacred landscapes, political landscapes, and landscapes of movement. Previously offered as a special topics course. Recommended prerequisite: ANTH 2200."
ANTH 4690, "Anthropology of Tibet", "Explores the culture of Tibet in both historical and thematic manners, considering the long-term development of Tibetan cultural practices and institutions as well as many of the abrupt changes introduced to Tibet in the 20th century. Topics covered include region, politics, gender, warfare, poetry and literature, and life under Chinese rule and as refugees around the world. Recommended prerequisite: ANTH 2100."
ANTH 4710, "Departmental Honors in Anthropology 1", "Course work built around theme of research design as a means of integrating previous training in the field of anthropology as well as providing an opportunity to perform creative scientific investigations. Prepares students to write an honors thesis in ANTH 4720. Required of students doing Anthropology departmental honors."
ANTH 4730, "Latin American Politics and Culture through Film and Text", "Introduces students to the political cultures and societies of Latin America. Through historical and ethnographic text and documentary and non-documentary cinema, this course will explore class relations, ideology and resistance from the conquest to the present. Recommended prerequisite: ANTH 2100. Same as ANTH 5730."
ANTH 4745, "Science, Technology and Society", "Explores the cultural work of science and technology in contemporary societies. The course will focus on anthropological studies of technoscientific works ranging from high-energy particle physics and marine biology to hackathons and space exploration. Discussion topics include the relationship between science, technology and political power; scientific controversies; paradigm shifts and scientific revolutions; and ideas of objectivity, representation and abstraction. Same as ANTH 5745."
ANTH 4755, "Cultures of Expertise: Science, Power and Knowledge", "Examines the expertise as a cultural category. Students will consider the historical and cultural contexts of various forms of expertise and the social roles of experts from car mechanics to civil engineers, doctors and scientists. Students will be given opportunities to reflect analytically on their own experiences with increasingly specialized education as they develop &quot;professional vision&quot; in their chosen fields. Same as ANTH 5755."
ANTH 4760, "Ethnography of Southeast Asia and Indonesia", "Introduces the historical, political, and cultural dimensions of Southeast Asia, focusing primarily on Malaysia, the Philippines, Singapore and Indonesia, with some coverage of mainland Southeast Asia. Recommended prerequisite: ANTH 2100. Same as ANTH 5760."
APPM 3010, "Chaos in Dynamical Systems", "Introduces undergraduate students to chaotic dynamical systems. Topics include smooth and discrete dynamical systems, bifurcation theory, chaotic attractors, fractals, Lyapunov exponents, synchronization and networks of dynamical systems. Applications to engineering, biology and physics will be discussed."
APPM 3170, "Discrete Applied Mathematics", "Introduces students to ideas and techniques from discrete mathematics that are widely used in science and engineering. Mathematical definitions and proofs are emphasized. Topics include formal logic notation, proof methods; set theory, relations; induction, well-ordering; algorithms, growth of functions and complexity; integer congruences; basic and advanced counting techniques, recurrences and elementary graph theory. Other selected topics may also be covered."
APPM 3310, "Matrix Methods and Applications", "Introduces linear algebra and matrices with an emphasis on applications, including methods to solve systems of linear algebraic and linear ordinary differential equations. Discusses vector space concepts, decomposition theorems, and eigenvalue problems. Degree credit not granted for this course and MATH 2130 and MATH 2135."
APPM 3350, "Advanced Engineering Calculus", "Extends the treatment of engineering mathematics beyond the topics covered in Calculus 3 and differential equations. Topics include non-dimensionalization, elementary asymptotics and perturbation theory, Reynold's transport theorem and extensions of Leibnitz's rule, as applied to continuum conservation equations, Hamiltonian formulations, Legendre and Laplace transforms, special functions and their orthogonality properties."
APPM 3570, "Applied Probability", "Studies axioms, counting formulas, conditional probability, independence, random variables, continuous and discrete distribution, expectation, joint distributions, moment generating functions, law of large numbers and the central limit theorem. Degree credit not granted for this course and ECEN 3810 or MATH 4510. Same as STAT 3100."
APPM 4350, "Methods in Applied Mathematics: Fourier Series and Boundary Value Problems", "Reviews ordinary differential equations, including solutions by Fourier series. Physical derivation of the classical linear partial differential equations (heat, wave, and Laplace equations). Solution of these equations via separation of variables, with Fourier series, Fourier integrals, and more general eigenfunction expansions.  Same as APPM 5350."
APPM 4370, "Computational Neuroscience", "Applies mathematical and computational methods to neuroscience. Techniques from linear algebra, differential equations, introductory dynamical systems, probability, stochastic processes, model validation, and machine learning will be learned and used. Neuroscience topics include neural spiking, network dynamics, probabilistic inference, learning, and plasticity. Will learn how the brain uses computational principles to enact decision making, vision, and memory. Recommended background includes linear algebra, differential equations, probability, and programming. Students will hone programming skills in MATLAB/Python and TensorFlow. Recommended prerequisite: APPM 3570/STAT 3100, STAT 2600 or CSCI 3022. Same as APPM 5370."
APPM 4380, "Modeling in Applied Mathematics", "An exposition of a variety of mathematical models arising in the physical and biological sciences. Students' modeling projects are presented in class. Topics may include: GPS navigation, medical imaging, ocean waves, and computerized facial recognition. Recommended prerequisites: APPM 3310 and APPM 4350 and APPM 4650. Same as APPM 5380."
APPM 4440, "Undergraduate Applied Analysis 1", "Provides a rigorous treatment of topics covered in Calculus 1 and 2. Topics include convergent sequences; continuous functions; differentiable functions; Darboux sums, Riemann sums, and integration; Taylor and power series and sequences of functions."
APPM 4510, "Data Assimilation in High Dimensional Dynamical Systems", "Develops and analyzes approximate methods of solving the Bayesian inverse problem for high-dimensional dynamical systems. After briefly reviewing mathematical foundations in probability and statistics, the course covers the Kalman filter, particle filters, variational methods and ensemble Kalman filters. The emphasis is on mathematical formulation and analysis of methods. Same as APPM 5510, STAT 4250 and STAT 5250."
APPM 4530, "Stochastic Analysis for Finance", "Studies mathematical theories and techniques for modeling financial markets. Specific topics include the binomial model, risk neutral pricing, stochastic calculus, connection to partial differential equations and stochastic control theory. Same as APPM 5530, STAT 4230 and STAT 5230."
APPM 4560, "Markov Processes, Queues, and Monte Carlo Simulations", "Brief review of conditional probability and expectation followed by a study of Markov chains, both discrete and continuous time, including Poisson point processes. Queuing theory, terminology and single queue systems are studied with some introduction to networks of queues. Uses Monte Carlo simulation of random variables throughout the semester to gain insight into the processes under study. Same as APPM 5560 and STAT 4100."
APPM 4600, "Numerical Methods and Scientific Computing", "Provides an introduction to numerical analysis and scientific computing. Numerical analysis topics include root finding, interpolation, quadrature, linear system solution techniques, and techniques for approximating eigenvalues. Scientific computing topics include code development and repository management in addition to an introduction to shared and distributed memory computing. Involves hands-on learning with weekly group interactions and a final project including a report and in-class presentation. Recommended prerequisite: knowledge of a programming language such as Python, and C++."
APPM 4720, "Open Topics in Applied Mathematics: Random Matrices", "Provides a vehicle for the development and presentation of new topics that may be incorporated into the core courses in applied mathematics. Department enforced prerequisite: variable, depending on the topic, see instructor. May be repeated up to 15 total credit hours. Same as APPM 5720."
APPM 4720, "Open Topics in Applied Mathematics: Data Streams + Pattern Recog.", "Provides a vehicle for the development and presentation of new topics that may be incorporated into the core courses in applied mathematics. Department enforced prerequisite: variable, depending on the topic, see instructor. May be repeated up to 15 total credit hours. Same as APPM 5720."
APPM 4720, "Open Topics in Applied Mathematics: Applied Deep Learning", "Provides a vehicle for the development and presentation of new topics that may be incorporated into the core courses in applied mathematics. Department enforced prerequisite: variable, depending on the topic, see instructor. May be repeated up to 15 total credit hours. Same as APPM 5720."
APRD 3001, "Visual Design", "Students are introduced to design elements and principles, research and visual storytelling. They are challenged to communicate intellectual, sensory and emotional concepts by learning a visual vocabulary of type, color, and form expressed in a variety of mediums and dimensions."
APRD 3002, "Communication Platforms", "Concentrates on strategies and tactics advertisers and marketers use to communicate their brand stories to their desired audiences. These include traditional media planning and placement - TV, print, radio, and out-of-home - as well as new areas like digital, social, and experiential approaches to communications. Students will learn how to create, develop, and present communication plans and campaigns in an interactive and fast-paced environment."
APRD 3004, "Account Management", "Examines managerial and decision making processes of advertising and related brand communication functions. Emphasis on determining opportunities, integrating with other elements of the promotion mix, setting objectives, establishing budgets, and measuring advertising and communication effectiveness."
APRD 3005, "Content Strategy and User Engagement", "Explore and understand the importance of content as a brand building tool. Students will gain the ability to use analytics to create strategy that allows the brand to have meaningful and cohesive conversation with its community."
APRD 3006, "History of Advertising", "Explores the critical moments in advertising history from the start of the Industrial Revolution through the current post digital era."
APRD 3009, "Brand Solutions", "Explains the value of a brand in a marketing and advertising environment: how to build, manage, and protect a brand. Specific areas covered include what a brand is and why it matters, how a brand creates value, ways to measure and understand the value of a brand, managing new and established brands, and the role of consumer insight in managing a brand."
APRD 3010, "Consumer Insights", "Teaches students how to determine the emotional as well as the practical needs that drive the use of a particular category of products or services. Using a variety of qualitative research methods, as well as survey research, students will learn how to identify consumer insights and brand insights for purposes of building a creative strategy."
APRD 3100, "User Experience & User Interface Design", "Explores how to create and produce effective and engaging designs for dynamic information across a variety of screens while maintaining brand identity. Extending the design principles learned in previous classes, the student will concept for user interfaces (UI) and navigational frameworks that optimize usability and accessibility."
APRD 3102, "Story Design I", "Explores the development of interactive concepts that meet the strategic brief's brand objectives. Emphasis is placed first on developing strong digital ideals. Students also master the styles appropriate for different digital media and then use those skills."
APRD 3103, "Strategic Writing for Public Relations", "Emphasizes communication tactics: How to plan, write, and produce public relations tools; select audience and media; utilize print and electronic media. Focuses on Associated Press style and advanced writing techniques."
APRD 3104, "Digital Storytelling for Public Relations", "Provides students a new skill set in digital storytelling ideas, production, and analysis. Students will develop the skills to produce creative online stories that will reach strategic audiences. We will look at the changing roles of the storyteller in news, promotion, and public relations while discussing and analyzing media consumption habits that encourage a seamless transition from consumer to creator. This course is designed for public relations students within the strategic communication major."
APRD 3105, "Public Relations Strategy and Implementation", "Exposes students to concepts in strategic planning and implementation of public relations efforts. Students will come to understand the organization's internal and external communications and identify potential crises in the development of public relations strategy. This class provides an overview of the public relations process and its application to the development of strategy. Students will also understand implementation and evaluation of strategy."
APRD 3112, "International Public Relations", "Introduces students to the cultural, social and economic issues relevant to strategic communication in the global arena. Provides students with the foundational tools necessary to both understand and effectively navigate the often complex world of strategic intercultural communication. Specific topics will include exploration of the contextual factors that influence public relations practice in different nations/regions, discussion of the various theoretical models that govern global PR practice and critical evaluation of international PR case studies/campaigns."
APRD 3300, "Crisis Communication in Public Relations", "Explores theories and research related to public relations communication before, during and after a crisis; examines the fundamentals of organizational communication, crisis management and strategic planning."
APRD 3301, "Social Media Strategies", "Emphasis on how social media and internet marketing influence public relations; understand the fundamentals and best practices in social media management, visual communication and mobile applications."
APRD 3302, "Case Studies in Public Relations", "Designed to help develop and refine critical thinking in selecting, creating and applying tools, techniques and principles of public relations to a variety of managerial cases and problem situations."
APRD 3400, "Concept Design", "Introduces students to Design Thinking and the techniques for designing ideas into concepts. This course will lead students through the design thinking process of 1) Empathize, 2) Define, 3) Ideate, 4) Concept, 5) Prototype, 6) Test. The emphasis will be on the first four steps."
APRD 4000, "Public Relations Event Planning", "Introduces students to the planning and execution of special events. Specifically, the course will locate special event planning within the broader context of organizational strategy and will introduce students to project management through proposal development, scheduling, budgeting and evaluation components that underlie successful event production. Will culminate in the execution of a full-scale event near the end of the semester."
APRD 4100, "Brands and Culture", "Explores the intersection between culture and marketing communication. Students will examine brand communities, brand and category culture as well as popular culture and the impact on and within marketing communication. The goal is for students to become more aware of the importance of culture in the ability of communication to disrupt the status quo within a market."
APRD 4101, "Advertising Media Planning", "Examine how owned, earned and paid (or traditional and non-traditional) media campaigns are planned, budgeted, executed and evaluated."
APRD 4102, "Sustainable Brand Practices: Ethics Cases in Advertising and PR", "Explore contemporary issues and ethics cases in advertising and public relations and how these practices impact the long-term success of a brand. Students will explore branding concepts and theories of ethics to examine some of the current controversies in which advertising and public relation campaigns are involved and how these issues can be dealt with in an ethical and socially responsible manner."
APRD 4301, "Social Media Listening", "Provides the practical understanding and application of strategic social media listening from the brand perspective in advertising and public relations, focusing on critical thinking and the ethics of using social media data. Provides students with hands-on experience in industry leading listening tools including Brandwatch, Social Studio, Meltwater and Hootsuite. Equips students with the skills needed to find relevant conversations, uncover insights then apply their perspectives to management for business impact."
APRD 4302, "Marketing Data Visualization", "Teaches students how to use data visualization to tell business stories based upon the analysis of marketing and business data. Students will learn basic data concepts, types, and uses. They will explore, summarize, and analyze the data using various techniques and best practices with Tableau Software."
APRD 4405, "Strategic Communication Capstone", "Puts into practice knowledge from previous coursework to plan and execute a strategic communication campaign. Students work with others, operating as an agency. Students will develop one or more strategic communication campaigns. In addition, students will practice organizational and leadership skills; design and layout skills; produce a plans book; and pitch the proposed campaigns to the class and the client."
APRD 4406, "Advanced PR Campaigns BATEMAN COMPETITION", "Offers students the opportunity to develop a PR campaign for the Bateman Competition, PRSSA's national study competition for public relations students. Previously offered as a special topics course. May be repeated up to 6 total credit hours."
APRD 4501, "Design for Social Innovation", "Provides an introduction to design thinking as a means to drive social change and solve real-world problems. This studio class is project based and asks students to experiment with new behaviors of work and learning, including: collaboration, iteration, prototyping, empathizing, craft and inference. Field work and collaboration with teammates are required."
APRD 4507, "Creative Track Portfolio Development II", "Focuses on the continued development and professional-level execution of a complete advertising portfolio reflecting the mastery of strategic and conceptual thinking. Each creative team's work is prepared and evaluated according to the highest industry standards and reviewed by a jury of creative professionals at an end-of-semester critique. Students are also advised regarding job search strategies and personal branding. Students must be admitted to the advertising creative track. The course may be repeated as a directed study with instructor permission."
APRD 4543, "Strategic Brand Management", "Examines the theory of branding: what brands are, how brands are created and measured, as well as strategies for managing brands and brand communication."
APRD 4600, "Media Design Portfolio I", "Develop a variety of design concepts and execute them at a professional level. Students are assigned projects typical of those handled by design firms to demonstrate their ability in areas such as branding, product design, interaction design, etc. Students will also design their own online portfolio. Creative work is presented in a juried show at the end of the semester. Department requisite: students must apply with a portfolio, the quality will determine enrollment."
APRD 4873, "Special Topics: Software Applications 2", "Special Topics."
ARAB 3110, "Advanced Arabic 1", "Designed to train students further in the four language skills (writing, speaking, reading, listening/comprehension) at an advanced level. Enables students to acquire a better and broader understanding of Arabic culture and texts drawn from various genres of Arabic letters."
ARAB 3340, "Representing Islam", "Explores the cultural politics of representations of the Arab and Islamic worlds both with an emphasis on literary representations of the Islamic world in travel narratives and novels from both the West and the Arab world. Examines historical, anthropological, and visual texts to consider how Islam has been narrated in colonial European imaginings about the Islamic world as well as contemporary representations.  Taught in English."
ARCH 3100, "Studio 2: Intermediate Architecture", "Dealing with problems at an intermediate level of complexity this architecture studio emphasizes the interaction of form, programmatic use, human behavior and context in creating structure. Studio options may include a client-based community engaged project, real world applications, and/or result in a physical product. Students work across analog and digital platforms to produce high quality and portfolio-worthy work. Recommended corequisite: ARCH 3114."
ARCH 3114, "History and Theory of Architecture 1", "Focusing on buildings, this lecture is a survey of the built environment starting with some of the first structures built by humans and moving through time to the Industrial Revolution. The course focuses on the development of major styles, influential people, and the drivers of building form. Recommended corequisite: ARCH 3100."
ARCH 4115, "Architecture Building Technology", "Through experimentation and testing, the fundamentals of building physics and climate science are taught in this interactive seminar. Students learn the concepts related to structural and mechanical systems necessary for proper building function by first studying and then implementing the key systems through hypothetical building assignments. This class covers active and passive green building systems that are necessary when designing structures for an evolving climate."
AREN 3010, "Energy Efficient Buildings", "Lecture course on the analysis and design of buildings and their systems to satisfy the requirements for a comfortable and healthy indoor environment. Examines psychometrics, thermal comfort, building heating and cooling loads, fluid flow basics, and HVAC components and systems."
AREN 4080, "Architectural Design Studio 2", "Provide an architectural design studio to accompany the integrated capstone design experience for architectural engineering students. In teams, students will build upon their architectural design knowledge to define the architectural program, analyze the site, and produce a schematic level architectural design for a commercial building."
AREN 4130, "Optical Design for Illumination and Solid State Lighting", "Covers the optical design process for illumination-based optics, emphasis on applications in architectural lighting. In-depth coverage of luminaire photometry, lamps, materials, manufacturing methods, product performance requirements.  Projects utilize optical design software and include a variety of lamp types including LEDs using both reflector/lens optics. Same as AREN 5130."
AREN 4318, "Architectural Engineering Design 1", "Provides a capstone experience to AREN students. Students design a modest commercial building and complete an integrated engineering design of the building systems executed for the conceptual and schematic design phases. Students' teams work on structural, mechanical, electrical/lighting, and construction engineering management design. Each stage produces a professional-quality design document. Faculty and industry mentors participate in the teaching and evaluation."
AREN 4506, "Pre-construction Estimating and Scheduling", "Covers project management estimating and scheduling methods with an emphasis on the techniques used to create pre-construction estimates and schedules for architectural and civil engineering projects."
AREN 4550, "Illumination 2", "Applies the principles studied in Illumination 1. Provides further study in architectural lighting design methods. Uses lighting studio work to develop a broad knowledge of lighting equipment, design methods, and their application in a series of practical design problems in modern buildings."
AREN 4570, "Building Electrical Systems Design 1", "Introduces the generation and distribution of electrical power. Focuses on understanding the loads, control, and protection of secondary electrical distribution systems in building. Applies the national electric code to residential and commercial buildings. Same as AREN 5570."
AREN 4620, "Adaptive Lighting Systems", "Builds on architectural lighting principles studied in Illumination 1 and 2. Explores quantitative methods and the design process to develop architectural lighting control solutions. Topics include adaptive lighting applications such as daylight integration and occupant well-being, as well as control system architecture and components, codes and standards, and design implementation. Recommended prerequisite: AREN 4130. Same as AREN 5620."
AREN 4830, "Special Topics for Seniors/Grads: Landscape Lighting Design", "Supervised study of special topics of interest to students under instructor guidance. May be repeated up to 12 total credit hours."
AREN 4849, "Independent Study", "Offers an independent, in-depth study, research or design in a selected area of architectural engineering. Offerings are coordinated with individual faculty. Students should consult the Department of Civil, Environmental, and Architectural Engineering."
ARSC 4040, "Arts and Sciences Special Topics: Gender in Museums", "Same as ARSC 5040."
ARSC 4750, "CU in DC Seminar: Domestic Terrorism", "Seminar with varying Arts and Sciences topics that students take while participating in the CU in DC program in Washington D.C.   Seminar takes place in the nation's capital and is taken in conjunction with a professional internship.  Restricted to CU in D.C. program participants."
ARSC 4909, "Senior Thesis for Individually Structured Major", "May be repeated up to 6 total credit hours."
ARSC 4930, "CU in DC Internship", "Arts and Sciences internship course that students are required to take when participating in the CU in DC program in Washington D.C. Internships take place in the nation's capital, and internship students take a CU in DC Seminar course(s) simultaneously. Restricted to CU in D.C. program participants."
ARTH 3079, "Medieval Art Survey", "Surveys the history of Western art from Constantine to around the year 1300, including Carolingian, Ottonian, Anglo-Saxon, Romanesque, and Gothic. Considers &quot;Barbarian,&quot; Byzantine, and Islamic influences."
ARTH 3241, "Art in Islamic Cultures", "Offers an overview of art in Islamic cultures. Discusses a range of literary texts and images in order to understand these cultures. Offers an opportunity for undergraduates to expand their understanding of literature and art history. Taught in English. Same as ARAB 3241."
ARTH 3729, "Foundations in Latin American Art", "Examines Latin America's cultural pluralism and visual production beginning in Pre-Colombian times and following through to the present day.  Considers the various functions of art as well as the relationship between objects, artists, and the cultures from which they come. Focuses on how visual objects and images communicate across cultures including in times of political and social conflict.  Provides students with a broad frame of reference for many historical periods, cultural/ethnic groups, and equips students to evaluate images and objects and their proper cultural contexts. Recommended prerequisites: ARTH 1500 and/or ARTH 1600."
ARTH 3929, "Special Topics in Art History: Native North American Art", "May be repeated up to 18 total credit hours when topic varies."
ARTH 4029, "Art History Research Methods", "In this class we will investigate how art scholarship is formed and organized; learn to expertly navigate the vast array of art research resources; and explore advanced techniques for searching both online and offline sources of art information. We will work to develop a critical understanding of our own research processes and reflect on the tools and techniques that lead to both expert research and successful participation in art discourse. Same as LIBR 4029 and ARTH 5029."
ARTH 4099, "Ancient Greek Sculpture", "Understanding that Greek sculpture, like all visual media, was part of the fabric of ancient Greek life and expressed the values of its creators and audience is a valuable way to gain insights into the social, economic, and political world of ancient Greece. This course will examine the work of Greek sculptors from the Archaic to the Hellenistic period. Key stylistic and technical developments, as well as significant works of art, sculptors and workshops will be discussed in detail. Some issues we will consider are the physical, religious and/or socio-historical context of individual freestanding sculptures and how specific sculptural programs illustrate aspects of Greek culture. Iconographic and narrative choices made by artists working in stone, compared to other material, will also be addressed. Same as CLAS 5099, CLAS 4099 and ARTH 5099."
ARTH 4109, "Ancient Italian Painting", "Explores the problems, theories and methods for understanding the iconography, styles, topologies, contexts and techniques of fresco wall painting in ancient Italy from the 6th century B.C.E. to the 4th century C.E. Topics covered include Etruscan tomb paintings, late Republican and early imperial fresco paintings from Rome and Campania and later Roman wall paintings, including the painted images in ancient catacombs. Previous coursework on ancient Italy or the history of pre-modern art is highly recommended. Recommended prerequisite: CLAS 1509 or ARTH 1509 or CLAS 2049 or ARTH 2049. Same as ARTH 5109 and CLAS 4109 and CLAS 5109."
ARTH 4169, "Topics in Ancient and Classical Art and Archaeology", "In-depth consideration of an aspect of ancient Mediterranean culture. Topics vary and may include ancient wall painting, Greek sculpture, artists and patrons, the ancient Near East, Egyptian art and archaeology, or Etruscan art and archaeology. May be repeated up to 9 total credit hours providing the topics are different. Same as CLAS 5169 and CLAS 4169 and ARTH 5169."
ARTH 4909, "Independent Study---Art History", "May be repeated up to 7 total credit hours."
ARTH 4919, "Capstone Seminar: Topics in Art History", "Seminar course dealing with selected areas or problems within the history of art. Consult current online Schedule Planner for seminar topic. May be repeated up to 7 total credit hours."
ARTH 4929, "Special Topics in Art History: Topics in Photography", "May be repeated up to 18 total credit hours when topic varies. Same as ARTH 5929."
ARTH 4929, "Special Topics in Art History", "May be repeated up to 18 total credit hours when topic varies. Same as ARTH 5929."
ARTH 4929, "Special Topics in Art History: Museums in the 21st Century", "May be repeated up to 18 total credit hours when topic varies. Same as ARTH 5929."
ARTH 4939, "Art Museum Internship", "Focuses on opportunities at the Denver Art Museum, working with individual curators and master teachers in selected areas, such as audience interpretation, interpretive research files, and public school curriculums. Introduces students to the professional culture and activities of art museums. May be repeated up to 6 total credit hours. Same as ARTH 5939."
ARTH 4959, "Art History Honors Thesis", "May be elected during the final semester. Consists of a substantial, original written thesis. Requires faculty sponsorship. Does not guarantee a student will receive honors."
ARTS 3012, "Figure Drawing", "Explores varied drawing techniques and media. Introduces concepts relevant to the understanding of drawing and the creative process. May not be repeated. Formerly ARTS 2002. Recommended restrictions: Students are also eligible to take this class with instructor permission if they have taken a non-majors class in Drawing."
ARTS 3017, "Special Topics in Studio Arts: Color Theory", "Introduces timely subjects in studio arts courses that cannot be offered on a regular basis. Information concerning the topics in any given semester is available prior to pre-registration from the department of Art and Art History. May be repeated up to 7 total credit hours."
