ANTH 5745, "Science, Technology and Society", "Explores the cultural work of science and technology in contemporary societies. The course will focus on anthropological studies of technoscientific works ranging from high-energy particle physics and marine biology to hackathons and space exploration. Discussion topics include the relationship between science, technology and political power; scientific controversies; paradigm shifts and scientific revolutions; and ideas of objectivity, representation and abstraction. Same as ANTH 4745."
ANTH 5755, "Cultures of Expertise: Science, Power and Knowledge", "Examines the expertise as a cultural category. Students will consider the historical and cultural contexts of various forms of expertise and the social roles of experts from car mechanics to civil engineers, doctors and scientists. Students will be given opportunities to reflect analytically on their own experiences with increasingly specialized education as they develop &quot;professional vision&quot; in their chosen fields. Same as ANTH 4755."
ANTH 5780, "Core Course-Cultural Anthropology", "Provides an intense, graduate-level introduction to the discipline of cultural anthropology, with an emphasis upon critically assessing those methods, theories, and works that have shaped the field from the 19th century to the present time. Required of all first-year graduate students in anthropology."
ANTH 7000, "Seminar: Current Research Topics in Cultural Anthropology", "Discusses current research and theoretical issues in the field of cultural anthropology. May be repeated up to 18 total credit hours."
ANTH 7020, "Seminar: Physical Anthropology", "In-depth discussion of selected topics in physical anthropology with emphasis on recent research. May be repeated up to 6 total credit hours."
ANTH 7200, "Bridging Seminar: Domestication and human story", "Addresses important topics with current theoretical perspectives from at least two anthropological subdisciplines. This provides an interdisciplinary approach across the sub-disciplines of Anthropology: Archaeology, Biological, and Cultural enabling students to better understand and appreciate a holistic approach to anthropological inquiry. Graduate students from other departments may be allowed to take the course if room permits and they have an appropriate background by instructor's permission."
ANTH 7300, "Seminar: Research Methods in Cultural Anthropology", "May be repeated up to 6 total credit hours."
APPM 5350, "Methods in Applied Mathematics: Fourier Series and Boundary Value Problems", "Department enforced prerequsite courses: APPM 2350 or MATH 2400 and APPM 2360 and a prerequisite or corequisite course: APPM 3310 or MATH 2130 or MATH 2135. Same as APPM 4350."
APPM 5370, "Computational Neuroscience", "Applies mathematical and computational methods to neuroscience. Techniques from linear algebra, differential equations, introductory dynamical systems, probability, stochastic processes, model validation, and machine learning will be learned and used. Neuroscience topics include neural spiking, network dynamics, probabilistic inference, learning, and plasticity. Will learn how the brain uses computational principles to enact decision making, vision, and memory. Recommended background includes linear algebra, differential equations, probability, and programming. Students will hone programming skills in MATLAB/Python and TensorFlow. Recommended prerequisites: APPM 2360 and APPM 3310 and STAT 4000 or equivalent courses. Same as APPM 4370."
APPM 5380, "Modeling in Applied Mathematics", "An exposition of a variety of mathematical models arising in the physical and biological sciences. Students' modeling projects are presented in class. Topics may include: GPS navigation, medical imaging, ocean waves, and computerized facial recognition. Department enforced prerequisites: APPM 2350 or MATH 2400 and APPM 2360. Recommended prerequisites: APPM 3310 and APPM 4350 and APPM 4650. Same as APPM 4380."
APPM 5430, "Methods in Applied Mathematics: Applications of Complex Variables", "Reviews basic ideas of complex analysis, including solutions of ODEs and PDEs of physical interest via complex analysis; conformal mapping, including Schwarz-Christoffel transformations and generalizations; computational methods; Riemann-Hilbert problems; topics in asymptotic methods. Department enforced prerequisite: APPM 4360 or APPM 5360."
APPM 5440, "Applied Analysis 1", "Discusses the elements of basic real and complex analysis, Banach spaces, Lp spaces and many relevant inequalities. Includes applications of existence and uniqueness of solutions to various types of ordinary differential equations, partial differential equations, and integral equations. Department enforced prerequisites: APPM 4440 and APPM 4450."
APPM 5460, "Methods in Applied Mathematics: Dynamical Systems and Differential Equations", "Introduces the theory and applications of dynamical systems through solutions to differential equations. Covers existence and uniqueness theory, local stability properties, qualitative analysis, global phase portraits, perturbation theory and bifurcation theory. Special topics may include Melnikov methods, averaging methods, bifurcations to chaos and Hamiltonian systems. Department enforced prerequisites: APPM 2360 and APPM 3310 and APPM 4440."
APPM 5470, "Methods of Applied Mathematics: Partial Differential and Integral Equations", "Studies properties and solutions of partial differential equations. Covers methods of characteristics, well-posedness, wave, heat and Laplace equations, Green's functions and related integral equations. Department enforced prerequisites: APPM 4350 or MATH 4470 and APPM 4360 or MATH 3450."
APPM 5510, "Data Assimilation in High Dimensional Dynamical Systems", "Develops and analyzes approximate methods of solving the Bayesian inverse problem for high-dimensional dynamical systems. After briefly reviewing mathematical foundations in probability and statistics, the course covers the Kalman filter, particle filters, variational methods and ensemble Kalman filters. The emphasis is on mathematical formulation and analysis of methods. Same as APPM 4510, STAT 4250 and STAT 5250."
APPM 5530, "Stochastic Analysis for Finance", "Studies mathematical theories and techniques for modeling financial markets. Specific topics include the binomial model, risk neutral pricing, stochastic calculus, connection to partial differential equations and stochastic control theory. Recommended prerequisite: previous coursework equivalent to that of APPM 3310 and one of APPM 3570, STAT 3100 or MATH 4510; all with minimum grade of C-. Same as APPM 4530, STAT 5230 and STAT 4230."
APPM 5560, "Markov Processes, Queues, and Monte Carlo Simulations", "Brief review of conditional probability and expectation followed by a study of Markov chains, both discrete and continuous time, including Poisson point processes. Queuing theory, terminology and single queue systems are studied with some introduction to networks of queues. Uses Monte Carlo simulation of random variables throughout the semester to gain insight into the processes under study. Same as APPM 4560, STAT 4100 and STAT 5100."
APPM 5600, "Numerical Analysis 1", "Solution of nonlinear algebraic equations, interpolation, integration, approximation, and numerical linear algebra. Department enforced prerequisite: APPM 3310 or MATH 2130 and experience with a scientific programming language."
APPM 5720, "Open Topics in Applied Mathematics: Random Matrix Methods", "Provides a vehicle for the development and presentation of new topics that may be incorporated into the core courses in applied mathematics. Department enforced prerequisite: variable, depending on the topic, see instructor. May be repeated up to 6 total credit hours. Same as APPM 4720."
APPM 5720, "Open Topics in Applied Mathematics: Data Streams + Pattern Recog.", "Provides a vehicle for the development and presentation of new topics that may be incorporated into the core courses in applied mathematics. Department enforced prerequisite: variable, depending on the topic, see instructor. May be repeated up to 6 total credit hours. Same as APPM 4720."
APPM 5720, "Open Topics in Applied Mathematics: Applied Deep Learning", "Provides a vehicle for the development and presentation of new topics that may be incorporated into the core courses in applied mathematics. Department enforced prerequisite: variable, depending on the topic, see instructor. May be repeated up to 6 total credit hours. Same as APPM 4720."
APPM 6570, "Stochastic Differential Equations", "Devoted to a comprehensive investigation of stochastic differential equations, as well as their important applications in Finance, Physics, and Engineering. Consists of three main topics: stochastic integration, the theory of stochastic differential equations (SDEs), and applications of SDEs. Recommended prerequisite: APPM 6560 or MATH/APPM 6550."
APPM 6900, "Independent Study", "Introduces graduate students to research foci of the Department of Applied Mathematics."
APPM 6930, "Professional Master's Culminating Experience", "Provides an opportunity for an Applied Mathematics Professional Master’s student to complete their Culminating Experience (CE) project with an advisor. Before enrolling, the student is expected to have an advisor who has agreed to guide a proposed CE project."
APPM 6950, "Master's Thesis", "May be repeated up to 6 total credit hours."
APPM 7400, "Topics in Applied Mathematics: SEM-Teaching Excellence", "Provides a vehicle for the development and presentation of new topics with the potential of being incorporated into the core courses in applied mathematics. May be repeated up to 6 total credit hours."
APPM 7400, "Topics in Applied Mathematics: Stochastics Seminar", "Provides a vehicle for the development and presentation of new topics with the potential of being incorporated into the core courses in applied mathematics. May be repeated up to 6 total credit hours."
APPM 8000, "Colloquium in Applied Mathematics", "Introduces graduate students to the major research foci of the Department of Applied Mathematics."
APPM 8600, "Seminar in Computational Mathematics", "Introduces advanced topics and research in computational mathematics."
APPM 8700, "Mathematical Geosciences Seminar", "Research-level seminar that explores applications of mathematical and statistical modeling, analysis, and computation in the geosciences. Provides a vehicle for the development, presentation, and dissemination of new topics in the mathematical geosciences. Formerly offered as a special topics course."
APPM 8990, "Doctoral Dissertation", "All doctoral students must register for no fewer than 30 hours of dissertation credit as part of the requirements for the degree. No more than 10 credit hours may be taken in any one semester."
APRD 5001, "Foundations of Strategic Brand Design", "Focuses on the challenges of designing brands targeted to customer needs and desires. The course is structured around the process of identifying brand opportunities, idea generation, design, testing and launch opportunities. Through a series of projects, students address aspects of practice and theory, from brand adaptation of cultural values to maintenance of brand integrity and global design strategies. Where applicable, case studies will supplement studio execution."
APRD 5002, "Experience Design Foundations", "Provides a comprehensive understanding of design thinking and its processes to design innovative branded experiences and exchanges in a variety of strategic communication contexts. Students learn design methods applications that can be applied not only to experiential design, but to a problem where design thinking is meaningful to branded experiences. They learn standard and currently practiced design methods and, through repeated application, internalize them into a personal design aesthetic."
APRD 5006, "Introduction to Designing for Entrepreneurism", "Brings students' attention to design as a form of social innovation and develops awareness of the social, political and economic contexts of design. They become literate in re the often implicit narratives embedded in design products and services, then use scenarios and storytelling to generate new strategies, build and test prototypes and write a case study detailing what was learned."
APRD 5011, "Book Lab", "Dedicated to building out an industry-ready professional portfolio, in this immersive studio-focused course students will work from design briefs to concept, design and solve a variety of design problems. Ranging from finished supercomps to functional prototypes - physical, video, projections mapping, etc. - students to market portfolios will demonstrate their command of strategic communication design across a range of media platforms. May be repeated up to 9 total credit hours."
APRD 7001, "ProSeminar in Mass Communication Theory 1", "Discusses prominent theoretical and methodological points of view in journalism studies and strategic communication that range from social science to critical studies to the humanities. The premise is that methods are driven by research questions, so there is no best way to conduct research. You should leave this course with an understanding of how to address various mass communication phenomena. Same as JRNL 7001."
APRD 7002, "Research Design", "Adopts a holistic and creative approach to bridging theory with method for the purpose of research design. Students learn how to bridge theory and method, exploring research designs that effectively address research questions and hypotheses through elaboration of theoretical and operational linkages. Same as JRNL 7002."
APRD 7004, "Doctoral Professionalization Seminar", "Introduces you to the university and gives you a chance to think out loud about what your academic future might look like. The course is designed to be responsive to your needs regarding your career, getting a job, getting tenure and teaching. In short, the course prepares you for a career in academia. Same as JRNL 7004."
APRD 7012, "Ethnography and Media", "Provides a “how to” concerning the intersection of ethnography and the media. During which, the course examines the epistemology of fieldwork. We will critically examine aspects and approaches to doing and writing ethnography, including with and without social science theory. We will discuss the challenges of entering, being in, and leaving the field. And we will explore data collection techniques. Same as JRNL 7012."
APRD 7061, "Quantitative Research Methods", "Introduces graduate students to concepts and applications in quantitative research methods. The course prepares students fordissertation writing through hands-on experience in developing research designs and conducting independent quantitative research. Same as JRNL 7061."
APRD 7841, "Independent Study", "Provides opportunities for independent study and research on the graduate level. Students perform independent research under faculty supervision."
AREN 5001, "Building Science and Engineering 1", "Prepares graduate students with general knowledge and skills that are required by advanced AREN technical courses. Covers two parts of materials:  Building Lighting Systems and Building Electrical Systems."
AREN 5002, "Building Science and Engineering II", "Introduces AREN fundamentals to new graduate students entering the Architectural Engineering Program (AREN) but without general Civil or Architectural Engineering background. This course is part of a two-course set with AREN 5001: Building Science and Engineering I. This course covers two parts: (1) building thermal science and engineering; (2) building material science and engineering."
AREN 5030, "Data Science for Energy and Buildings", "Establishing hands-on skills along with understanding of underlying mathematical concepts of current machine learning approaches including: ordinary least squares, quantile, logistic, and local regression; unsupervised methods including principal component analysis and clustering; tree-based models such as regression trees and random forests; kernel-based methods such as support vector and Gaussian process regression; Bayesian inference; as well as shallow and deep neural networks. Numerous examples and case studies applicable to thermal/building/renewable/district energy systems will be used. Undergraduate seniors will be allowed with instructor consent."
AREN 5080, "Computer Simulation of Building Energy Systems", "Introduces major simulation programs for analysis of building energy loads and system performance. Focuses on one hourly simulation program to develop capability for analysis of multizone structure. Recommended prerequisite: AREN 3010 or AREN 5002."
AREN 5130, "Optical Design for Illumination and Solid State Lighting", "Covers the optical design process for illumination-based optics, emphasis on applications in architectural lighting. In-depth coverage of luminaire photometry, lamps, materials, manufacturing methods, product performance requirements.  Projects utilize optical design software and include a variety of lamp types including LEDs using both reflector/lens optics. Recommended prerequisite: AREN 3540. Same as AREN 4130."
AREN 5510, "Architectural Lighting I", "Teaches the fundamentals of architectural lighting systems and the human responses to those systems. Describes the properties of light sources, how light interacts with architectural elements, and how light affects human visual and non-visual responses. Provides a broad overview of the holistic effects of light on building occupants, as well as the implications for building energy use and sustainability. Previously offered as a special topics course."
AREN 5570, "Building Electrical Systems Design 1", "Introduces the generation and distribution of electrical power. Focuses on understanding the loads, control, and protection of secondary electrical distribution systems in building. Applies the national electric code to residential and commercial buildings. Previously offered as a special topics course. Same as AREN 4570. Recommended prerequisite: AREN 3030."
AREN 5620, "Adaptive Lighting Systems", "Builds on architectural lighting principles studied in Illumination 1 and 2. Explores quantitative methods and the design process to develop architectural lighting control solutions. Topics include adaptive lighting applications such as daylight integration and occupant well-being, as well as control system architecture and components, codes and standards, and design implementation. Previously offered as a special topics course. Recommended prerequisite: AREN 4130. Same as AREN 4620."
AREN 5830, "Architectural Engineering Special Topic: Illumination 2", "Supervised study of special topics of interest to students under instructor guidance. May be repeated up to 9 total credit hours."
AREN 5849, "Independent Study in Architectural Engineering", "The topics and the goals of this course are tailored to fit the needs of the student in various areas related to the Architectural Engineering program. These topics and goals, documented in the course agreement form at the start of the semester, include but are not limited to areas of building energy engineering, building illumination systems, construction engineering and management, building materials and resources, and building electrical systems."
AREN 6940, "Master's Candidate for Degree", "Registration intended for students preparing for a thesis defense, final examination, culminating activity, or completion of degree."
AREN 6950, "Master's Thesis", ""
AREN 6960, "Master's Report", ""
AREN 8990, "Doctoral Dissertation", "A minimum of 30 credit hours is required."
ARTF 5021, "Directing/Acting for the Camera", "Offers an intensive workshop that provides students with experience directing dramatic material, acting before a camera, and interpreting or adopting dramatic material for film. No experience in directing or acting required. Attendance, research, and papers required. Same as CINE 4021."
ARTF 5023, "Topics in International Cinema: The Art of Agnes Varda", "Focuses on major international filmmakers who have had a decisive impact on world cinema. Students will learn how directors create their own innovative body of work with specific formal and thematic patterns and will also learn to place such work within multiple frameworks that will cover film history, theory, aesthetics, philosophy and social and cultural analysis. May be repeated up to 6 total credit hours provided topics are different. Recommended prerequisites: CINE 3051 and CINE 3061. Same as CINE 4023."
ARTF 5024, "Advanced Research Seminar: Snapshots/Memoirs/Home Movies", "Focuses on a specific topic, director, or genre chosen by the professor. Research skills and critical thinking are emphasized. With faculty guidance, students determine individual projects and present them to the class. Class participation is mandatory. Each student submits a thorough and original research paper for a final grade. May be repeated up to 6 total credit hours. Recommended prerequisites: CINE 3051 and CINE 3061. Same as CINE 4024."
ARTF 5200, "Flow Visualization", "Explores techniques for the visualization of the physics of fluid flows including seeding with dyes, particles and bubbles, and shadowgraphy and schlieren. Reviews optics and fluid physics, especially atmospheric clouds. Assignments are student-driven, to individuals and mixed teams of graduates, undergraduates,  engineering majors and photography/video majors. Same as CINE 4200, MCEN 4151, MCEN 5151, ATLS 4151 and ATLS 5151."
ARTF 5211, "History of Russian Cinema", "Surveys Russian cinema in historical and cultural context from early 20th century to the present. Taught in English. Same as RUSS 5211 and RUSS 4211 and CINE 4211."
ARTF 5400, "Digital Post-Production", "Through projects, discussions, and screenings, this class explores the practices and aesthetics of computer-based moving-image art editing. Same as CINE 4400."
ARTF 5604, "Colloquium in Film Aesthetics: BFA Cinema Arts & Practices", "Seminar for the serious round table discussion and critique of film as an art form, emphasizing development of appropriate verbal and written language skills for description of film. May be repeated up to 6 total credit hours. Same as FILM 4604."
ARTH 5029, "Art History Research Methods", "In this class we will investigate how art scholarship is formed and organized; learn to expertly navigate the vast array of art research resources; and explore advanced techniques for searching both online and offline sources of art information. We will work to develop a critical understanding of our own research processes and reflect on the tools and techniques that lead to both expert research and successful participation in art discourse. Same as ARTH 4029 and LIBR 4029."
ARTH 5099, "Ancient Greek Sculpture", "Understanding that Greek sculpture, like all visual media, was part of the fabric of ancient Greek life and expressed the values of its creators and audience is a valuable way to gain insights into the social, economic, and political world of ancient Greece. This course will examine the work of Greek sculptors from the Archaic to the Hellenistic period. Key stylistic and technical developments, as well as significant works of art, sculptors and workshops will be discussed in detail. Some issues we will consider are the physical, religious and/or socio-historical context of individual freestanding sculptures and how specific sculptural programs illustrate aspects of Greek culture. Iconographic and narrative choices made by artists working in stone, compared to other material, will also be addressed. Same as ARTH 4099, CLAS 4099, and CLAS 5099."
ARTH 5109, "Ancient Italian Painting", "Explores the problems, theories and methods for understanding the iconography, styles, topologies, contexts and techniques of fresco wall painting in ancient Italy from the 6th century B.C.E. to the 4th century C.E. Topics covered include Etruscan tomb paintings, late Republican and early imperial fresco paintings from Rome and Campania and later Roman wall paintings, including the painted images in ancient catacombs. Previous coursework on ancient Italy or the history of pre-modern art is highly recommended. Same as CLAS 5109 and ARTH 4109  and ARTH 5109."
ARTH 5159, "Hellenistic Art and Archaeology", "Examines art and archaeology from the period following the death of Alexander the Great (late fourth century B.C.E.) to the conquest of Greece by the Romans (middle second century B.C.E.). Same as CLAS 5159."
ARTH 5909, "Graduate Independent Study---Art History", "May be repeated up to 9 total credit hours."
ARTH 5929, "Special Topics in Art History", "May be repeated up to 18 total credit hours. Same as ARTH 4929."
ARTH 6929, "Seminar: Theories of Art History", "Provides a systematic critical overview of the development of art history as a discipline beginning with 18th century theories of aesthetics and ending with current interdisciplinary models of critical interpretation. Weekly readings, discussions, reports, and written papers constitute the format of this seminar in methodology. Topics vary from semester to semester. May be repeated up to 6 total credit hours within a term. Required for MA (art history) students."
ARTH 6939, "Graduate Seminar: Open Topics in Art History", "Subjects and topics vary. May be repeated up to 9 total credit hours."
ARTH 6949, "Master's Candidate for Degree", "Registration intended for students preparing for a thesis defense, final examination, culminating activity, or completion of degree."
ARTH 6959, "Master's Thesis", ""
ARTH 8990, "Doctoral Dissertation", "All doctoral students must register for no fewer than 30 hours of dissertation credit as part of the requirements for the degree. For a detailed discussion of doctoral dissertation credit, refer to the Graduate School section."
ARTS 5017, "Special Topics in Studio Arts: Transmedia: Photo & Video", "Introduces timely subjects in studio art courses that cannot be offered on a regular basis. Information on topics in any given semester is available prior to pre-registration in departmental office. May be repeated up to 6 total credit hours. Same as ARTS 4017."
ARTS 5017, "Special Topics in Studio Arts", "Introduces timely subjects in studio art courses that cannot be offered on a regular basis. Information on topics in any given semester is available prior to pre-registration in departmental office. May be repeated up to 6 total credit hours. Same as ARTS 4017."
ARTS 5060, "Art Writing As Practice", "This seminar is designed for visual artists in pre-thesis, supporting them in building a regular writing practice that will allow them to reflect upon and lend critical context to their creative work. Through written prompts, presentations and discussions--as well as looking to the example of artists we count as influences--we'll craft a narrative about our work and where it fits into larger conversations about art, identity, history, and our own times. Formerly offered as a special topics course. Same as ARTS 4060."
ARTS 5075, "Graduate Ceramics", "Seminar includes group and individual critiques and individual studio visits. Explores different approaches to studio and post studio art practices, research, reading and writing as it relates to your own art practice and contemporary art. May be repeated for up to 18 total credit hours."
ARTS 5097, "Special Topics-Non-Studio", "Introduces timely subjects in the visual arts that cannot be offered on a regular basis. Information concerning the topics offered in any given semester is available prior to preregistration from the fine arts department. May be repeated up to 6 total credit hours. Same as ARTS 4097."
ARTS 5117, "Graduate Art Seminar", ""
ARTS 5126, "Digital Art 2", "Offers studio experience using personal computer in the generation and processing of imagery in the visual arts. Same as ARTS 4126."
ARTS 5171, "New Directions in Photography", "Investigates the use of the photographic image in new, antique, or nonstandard ways including nonsilver, photosculpture, various color processes, photolanguage, photoinstallations, electronic media, performance, filmmaking, electrostatic art (copy machine), photobooks, photocollage, and audio/visual art. Course content changes each semester. May be repeated up 9 total credit hours. Same as ARTS 4171."
ARTS 5202, "Graduate Painting", "This course is an intense inquiry into contemporary studio practices. Students will be expected to consider and communicate the context (social, political, personal, philosophical, etc.) underpinning studio work as well as the decisions that go into making that work. Specific themes of inquiry will vary by semester, depending on the instructor. Coursework may include readings, group discussions, group and individual critiques, written assignments, and projects. May be repeated for up to 18 total credit hours."
ARTS 5246, "Graduate Beginning Video Production", "Presents a studio course on basic single camera video production strategies and concepts. Through class screenings, projects, demonstrations, discussions, and readings, students gain an introductory familiarity with camera, lighting, sound, editing and the organization and planning involved in a video project. Explores a basic theoretical understanding of video as an art form and its relationship to television, film, art, history, culture. May be repeated up to 9 total credit hours. Same as ARTS 4246."
ARTS 5303, "Graduate Relief", "Continues the study of the expressive/formal aesthetics of relief processes. Studio practice/investigation of artistic attitudes as exemplified through historical perspectives, traditional/contemporary usages. Students with limited experience in relief processes will be given an overview in those practices. May be repeated up to 9 total credit hours."
ARTS 5413, "Graduate Lithography", "Graduate students are expected to edition Lithographs that are conceptually relevant and technically proficient. Projects are proposed and developed with the instructor. Students with limited experience in aluminum plate or stone lithography will be given an overview in those practices. The development of concepts and personally significant imagery leading to thesis work is required. May be repeated for up to 9 total credit hours. Taught with ARTS 3413 and ARTS 4413."
ARTS 5504, "Graduate Sculpture", "Through readings, discussions, critiques, and one-on-one meetings, Graduate Sculpture will provide a forum for students to explore and develop their work and practice. Additionally, when possible, students will plan a research-based class field excursion in consultation with the faculty teaching the course. May be repeated up to 18 credit hours."
ARTS 5641, "String Instrument Building", "As a prelude to sculptural art making processes, this course explores a variety of materials, methods and techniques and their application to the making of a musical string instrument, i.e. planning, designing, material selection and a wide variety of woodworking processes. We will also cover theoretical discussions into what is being made. Same as ARTS 4641."
ARTS 5717, "Graduate Studio Critique", "May be repeated up to 6 total credit hours with any single faculty member."
ARTS 5857, "Graduate Independent Study", "May be repeated up to 6 total credit hours."
ARTS 5934, "Art, Design, and Engineering: Thinking and Making", "Examines the aesthetics, design, and engineering of sculpture, installation, and public art. Through research presentations, readings, and field trips, students learn about the process of making art. In addition to classroom learning, students engage in internships with artists and art fabricators. Highlights national and international hybrid art, design, and engineering advanced degree programs and additional art-related internships and job opportunities. Previously offered as a special topics course. Same as ARTS 4934. Recommended prerequisite: Prior courses or real-life experience in conceptualizing and creating objects, products, or art."
ARTS 6957, "Master of Fine Arts Creative Thesis", ""
ASEN 5012, "Mechanics of Aerospace Structures", "Applies fundamental concepts of continuum mechanics, theory of elasticity and energy methods to the analysis of structures. Recommended prerequisites: APPM 2360 and ASEN 2001 and ASEN 2003 and ASEN 3112 or equivalent or instructor consent required. Degree credit not granted for this course and MCEN 5023."
ASEN 5018, "Graduate Projects I", "Exposes MS and PhD students to project management and systems engineering disciplines while working a complex aerospace engineering project as part of a project team. The project team may perform some or all of the following project activities during this first semester of the two-semester course sequence: requirements, definition, design and design review, build, test, and verification. Recommended prerequisite: ASEN 4138 or ASEN 5148 or ASEN 5158 or instructor consent required."
ASEN 5044, "Statistical Estimation for Dynamical Systems", "Introduces theory and methods of statistical estimation for general linear and nonlinear dynamical systems, with emphasis on aerospace engineering applications. Major topics include: review of applied probability and statistics; optimal parameter and dynamic state estimation; theory and design of Kalman filters for linear systems; extended/unscented Kalman filters and general Bayesian filters for non-linear systems."
ASEN 5050, "Space Flight Dynamics", "Includes celestial mechanics, space navigation, and orbit determination; trajectory design and mission analysis trajectory requirements; and orbital transfer and rendezvous. Degree credit not granted for this course and ASEN 5052. Recommended prerequisite: ASEN 3200 or equivalent or instructor consent required."
ASEN 5051, "Fundamentals of Fluid Dynamics", "Highlights physical properties of gases and liquids; kinematics of flow fields; and equations describing viscous, heat-conducting Newtonian fluids. Emphasizes exact solutions and rational approximations for low and high speed dissipative flows, surface and internal waves, acoustics, stability, and potential flows."
