APPM 2460, "Differential Equations Computer Lab", "Selected topics in differential equations and linear algebra with a focus on symbolic computation using MATLAB."
APPM 2720, "Open Topics in Lower Division Applied Mathematics: Diff Eq Workgroup", "Provides a vehicle for the development and presentation of new topics that are accessible to lower division Applied Mathematics students. These topics have the potential to be incorporated into the core APPM curriculum. May be repeated up to 6 total credit hours."
APRD 1003, "Principles of Strategic Communication", "Introduces the foundations, nature, and practices of advertising and public relations and the various industry functions - including account management, market research, account planning, media planning, creative strategy, creative execution, branding, image reputation and crisis management. This course offers historical, organizational, financial, creative and critical perspectives concerning strategic communication."
APRD 1004, "Fundamentals of Grammar", "Teaches students the basic rules of grammar, punctuation, word choice and sentence structure so that they can write clear and concise messages that convey a desired meaning, apply punctuation in an accurate and effective manner, and differentiate between style conventions."
APRD 2001, "Strategic Thinking in Advertising and Public Relations", "Reviews historical and contemporary views of critical and strategic thinking, as well as strategic practices utilized in advertising, branding, and public relations through the use of readings, exploration of case studies, lectures, individual and group exercises, and client projects."
APRD 2004, "Introduction to Research Methods and Insights", "Provides students with the fundamental skills necessary to develop research-based strategies to address challenges faced by advertising, public relations, and marketing professionals in their efforts to address client communication needs."
APRD 2005, "Strategic Communication Writing", "Introduces students to strategic writing across multiple media platforms and demonstrates the different forms of writing used in the strategic communication subfields. Students will learn strategies for crafting and delivering effective messages to target audiences."
APRD 2006, "Software and Design Applications", "Equips students with the practical knowledge and critical skills necessary to effectively employ visual design in advertising and public relations practice. Students will be introduced to both the fundamental principles of graphic design and the technical tools used to bring design ideas to life."
ARAB 1010, "Beginning Arabic 1", "Introduces students to speaking, listening, reading, and writing skills in the standard means of communication in the Arab world. This course is proficiency-based. All activities within the course are aimed at placing the student in the context of the native-speaking environment from the very beginning."
ARAB 1011, "Introduction to Arab and Islamic Civilizations", "Provides an interdisciplinary overview of the cultures of the Arabic-speaking peoples of Southwest Asia and North Africa from the rise of Islam in the 7th century to the present. Readings include historical, religious, literary and cultural texts from both the medieval and modern eras. Taught in English."
ARAB 2110, "Intermediate Arabic 1", "Proficiency-based course emphasizes speaking, listening, reading, and writing. Covers a variety of topics. Students give classroom presentations and write short essays in Arabic. Speaking ability is assessed through an oral proficiency interview."
ARAB 2320, "The Muslim World, 600-1250", "Focusing on the history of the Muslim World in the age of the caliphates, this course takes an interdisciplinary, comparative approach to the development of Islamicate society, focusing on social structure, politics, economics and religion. Students will use primary and secondary sources to write a research paper, and make in-class presentations to cultivate critical thinking, research and writing skills. Taught in English. Same as RLST 2320."
AREN 1027, "Engineering Drawing", "Introduces engineering drawing including sections and dimensioning, print readings,computer 3D, and building information modeling (BIM)."
AREN 1316, "Introduction to Architectural Engineering", "Surveys the broad subject of architectural engineering and professional practices. Includes professional design services, design documents, methods of construction delivery, materials for construction, codes and standards, life safety, professional ethics, structural systems, mechanical systems, electrical systems, and building systems integration."
AREN 2050, "Building Materials and Systems", "Covers the broad subject of building materials and systems. Includes a practical approach to assembly details, methods of construction, codes, foundations, steel, concrete, masonry, cladding, doors and windows, interiors, finishes, mechanical, plumbing, electrical, life safety and conveyance. Includes investigation of an existing facility along with a team presentation trends in commercial building construction."
AREN 2110, "Thermodynamics", "Explores fundamental principles of thermodynamics, including first and second law of thermodynamics, thermophysical properties, power and refrigeration cycles, gas mixtures and psychrometrics. Degree credit not granted for this course and MCEN 3012 or GEEN 3852."
ARSC 1470, "MASP Natural Science Seminar", "Enhances students' knowledge and appreciation of the natural sciences. Readings, discussions, cooperative learning exercises and outside activities explore the richness of scientific discovery related to core natural science concepts. Emphasizes the scientific method and the history and people making scientific discoveries. Department consent required. May be repeated up to 4 total credit hours."
ARSC 1480, "MASP Social Science Seminar", "Fosters an appreciation of the social sciences. Readings, discussions, cooperative learning exercises, and outside activities illustrate the interconnections between different bodies of knowledge. Emphasizes relationships between the social sciences and the real world. Department consent required. May be repeated up to 4 total credit hours."
ARSC 1490, "MASP Humanities Seminar", "Enhances students' knowledge and appreciation of the humanities. Readings, discussions, cooperative learning exercises, workshopping papers and presentation, guest speakers, and outside activities are designed to enhance both students' appreciation of the subject matter and their performance in their regular courses. Emphasis is on actively using knowledge of humanities in a variety of ways. Department consent required. May be repeated up to 4 total credit hours."
ARSC 1492, "MASP Research Seminar", "Enhances students' knowledge and appreciation of the humanities, the social sciences or STEM-related fields. The course's readings, discussions, cooperative learning exercises, work-shopping papers and presentations, guest speakers, and outside activities are designed to enhance both students' appreciation of the subject matter and their performance in their regular courses. Emphasis will be placed on actively using knowledge of humanities, social sciences or STEM fields in a variety of ways. Department consent required. May be repeated up to 6 total credit hours."
ARTH 1500, "Global Art and Visual Culture", "Introduces critical issues in the study and interpretation of the arts and visual cultures of Africa, the Americas, Asia, Europe, and Oceania. This course serves as a complement to U.S. Art Across Cultures (ARTH 1600). Themes explored include the conceptual and social status of the artist, cultural exchange, the environment, gender, and power. In lecture and in recitations sections, you will be introduced to methods of object-based research and principles of museum exhibition curation. You will leave this class with an understanding of key concepts and methods in the history of art, as well as familiarity with an array of global visual cultures. Recommended corequisite: ARTH 1600."
ARTH 2029, "Art and Archaeology of Ancient Egypt", "Emphasizes the origin of the Egyptian culture, its importance and its impact on other cultures. In addition, the different points of view of various scholars are discussed with a comparative study of the ancient Egyptian culture and modern culture of Egypt and the Middle East. Same as CLAS 2029. Formerly ANTH 1160."
ARTH 2039, "Greek Art and Archaeology", "Covers prehistoric Aegean through the fourth century B.C.E., considering architecture, pottery, painting, sculpture and personal ornament. Societal customs such as use of space and burial patterns are considered as well as art and its uses, to help understand developments in Greek culture. Same as ARTH 2039. Formerly CLAS 3039."
ARTH 2049, "Introduction to Roman Art and Architecture", "Introduces the monuments and sites of the ancient Roman world from the foundation of Rome (753 B.C.E.) to Constantine (306-307 C.E.). Emphasizes the relationship of art, architecture, and artifacts to the political, social, and religious institutions of Italy and the provinces. Same as CLAS 2049."
ARTS 1003, "Printmaking for Non-Majors", "An introduction to basic printmaking processes. The focus is on the transfer of an image from one matrix to another as an artistic medium. A wide range of materials and techniques may be introduced such as relief prints, drypoint, smart plates, and various transfer methods."
ARTS 1010, "Introduction to Studio Art", "Presents creative activity conceptually, and art history thematically, with an interdisciplinary, experimental, and multicultural focus. Fine arts majors explore visual literacy and culture through presentations and student-centered projects that emphasize individual development."
ARTS 1012, "Drawing for Non-Majors", "Explores varied drawing techniques and media. Introduces concepts relevant to the understanding of drawing and the creative process. May not be repeated."
ARTS 1020, "Introduction to Studio Art 2", "Presents creative activity conceptually and art history thematically, with an interdisciplinary, experimental, and multicultural focus. Art and art history majors explore visual literacy and culture through presentations and student-centered projects that emphasize individual development."
ARTS 1171, "Photography for Non-Majors", "An introduction to contemporary photographic practice. The course introduces photographic technique, history, and image evaluation while emphasizing visual literacy, conceptual development and personal expression. Degree credit not granted for this course and ARTS 2171."
ARTS 1212, "Painting for Non-Majors", "Explores varied painting techniques. Introduces concepts relevant to the understanding of painting and the creative process. May not be repeated."
ARTS 1514, "Sculpture for Non-Majors", "Offers an orientation involving three-dimensional form and application. Studies expressive and conceptual problems based on non-objective form relationships in various sculptural materials. May not be repeated."
ARTS 1875, "Ceramics for Non-Majors", "Encompasses broad and fundamental uses of clay. Basic instruction and demonstration of throwing, hand building, and other clay forming methods. Investigates utility, function, and ceramics in the broader context of contemporary art. Slide presentations explore historical and contemporary attitudes involving ceramics."
ARTS 2022, "Beginning Drawing", "Emphasizes proportion and perspective through observation based drawing. Students are introduced to various drawing materials and learn to translate what they see into drawing media using two basic subjects: still-life and the figure."
ARTS 2085, "Ceramics 2: Handbuilding", "Introduces techniques of hand-built clay forms as they relate to functional and sculptural projects. Various conceptual themes, as well as construction, glazing and firing methods are explored. Emphasizes ceramic art making within  the broader context of historical ceramic traditions and contemporary art practices. May not be repeated. Priority registration will be given to Studio Arts (AASA or AASF) or Art History (AAAH) majors and minors. Recommended prerequisites: ARTS 1010, ARTS 1020, ARTH 1500, and ARTH 1600."
ARTS 2095, "Ceramics 2: Wheelthrowing", "Introduces techniques of wheel-thrown forms as they relate to functional and nonfunctional vessel making. Various conceptual themes, as well as construction, glazing and firing methods are explored. Emphasizes ceramic art making within the broader context of historical ceramic traditions and contemporary art practices. May not be repeated. Priority registration will be given to Studio Arts (AASA or AASF) or Art History (AAAH) majors and minors. Recommended prerequisites: ARTS 1010, ARTS 1020, ARTH 1500, and ARTH 1600."
ARTS 2126, "Digital Art 1", "An introductory course in the use of the personal computer to create and process images in the visual arts."
ARTS 2171, "Photography 1", "An introduction to contemporary photographic practice. The course introduces photographic technique, history, and image evaluation while emphasizing visual literacy, conceptual development and personal expression. Degree credit not granted for this course and ARTS 1171."
ARTS 2191, "Photography 2", "Explores more sophisticated technical and conceptual skills to the creative process."
ARTS 2222, "Beginning Painting", "Emphasizes color and descriptive mark making through observation based painting. Students are introduced to various painting materials and learn to translate what they see into painting media using two basic subjects: still-life and the figure."
ARTS 2303, "Beginning Relief", "Emphasis on introductions to the concepts and techniques of relief processes, including white line, black line and four color reductive processes. Students will gain a working knowledge of fundamental relief processes, plus safe and appropriate use of all materials and equipment in the studio. May be repeated up to 6 total credit hours."
ARTS 2413, "Beginning Lithography", "Exploration into stone lithography and aluminum plate is presented in this class. Individual direction and development of conceptual focus and studio techniques are important objectives in this class. Safer ways to make lithographs is highlighted and the toxic traditional methods are left behind. May be repeated up to 6 total credit hours."
ARTS 2504, "Basic Sculpture: Materials and Techniques", "Introduces the basic properties of metal, wood and mold making. Students will explore and demonstrate an understanding of basic fabrication methods involved in each element. Students will investigate both traditional and non-traditional working methods and will consider how materials and techniques inform sculptural concepts."
ASEN 1009, "Undergraduate Aerospace Seminar", "Introduce aerospace undergraduate students to world-class aerospace researchers and technical, policy, and/or current events topics. May be repeated up to 2 total credit hours."
ASEN 1320, "Aerospace Computing and Engineering Applications", "Uses problems and tools from Engineering. Teaches techniques for writing computer programs in higher level programming languages to solve problems of interest in Engineering and other domains. Appropriate for students with little or no prior experience in programming."
ASEN 1403, "Introduction to Rocket Engineering", "Introduces students to the engineering profession through completion of a team-based project. Students design, build, and static test-fire a liquid-solid hybrid rocket motor. Topics explored include: pressure vessels, combustion, ideal fluid behavior, systems engineering, data acquisition, and model verification. Learned skills will include technical writing, teamwork, computer modelling and analysis tools, 3D printing and prototyping technologies. Degree credit not granted for this course and ASTR 2500, GEEN 1400, ASEN 1400 and ECEN 1400."
ASEN 2012, "Experimental and Computational Methods in Aerospace Engineering Sciences", "Introduces statistical, experimental, and computational methods used in aerospace engineering sciences. Usage of MatLab is extensive."
ASEN 2701, "Introduction to Statics, Structures, and Materials", "Introduces the fundamental principles and concepts of thermodynamics and aerodynamics. Topics include the first law of thermodynamics, properties of pure substances, control volume analysis, one-dimensional incompressible and compressible flows, two-dimensional lift and drag, and introduction to viscous flows."
ASEN 2702, "Introduction to Thermodynamics and Aerodynamics", "Introduces the fundamental principles and concepts of thermodynamics and aerodynamics. Topics include the first law of thermodynamics, properties of pure substances, control volume analysis, one-dimensional incompressible and compressible flows, two-dimensional lift and drag, and introduction to viscous flows."
ASEN 2802, "Aerospace Sciences Lab I", "Provides an introductory laboratory experience in aerospace sciences, with a focus on statics, structural mechanics, thermodynamics, and aerodynamics. Emphasizes model-based design, experimental data collection, and interpretation of experimental data."
ASIA 1000, "Origins of Contemporary Southeast Asia", "Explores the dynamic present of Southeast Asia in light of its complex past. Introduces the shared historical experiences that have shaped diverse Southeast Asian societies, with a focus on the continuing effects of colonialism, nationalism, and globalization in the region. Examines key issues facing contemporary Southeast Asian communities, including current debates around gender, faith, human rights, democracy, development, etc. Engages with Southeast Asian literature, film, art, journalism, and museum collections from a transdisciplinary perspective. Recommended prerequisite: students may find some prior coursework in history, anthropology, or Asian Studies to be helpful, but this is not required."
ASIA 1700, "Introduction to Tibetan Civilization", "Explores the dynamic history of Tibet from its early empire to the present. Offers interdisciplinary perspectives on Tibetan civilization, including arts and literature, religion and politics, society and culture. Topics include the role of Buddhism in Tibetan society from its early establishment up through the rule of Dalai Lamas, forms of myths and rituals to create a Tibetan past and sense of shared identity, the adaptation of Indic literary models, sectarian tensions and ecumenical projects, and modern identity, art and literature."
ASIA 2852, "Contemporary Southeast Asia: Environmental Politics", "Examines globally pressing questions of environmental sustainability, regional inequality and development in the dynamic and heterogeneous landscapes of contemporary Southeast Asia. Focuses on interactions between histories of uneven development and contemporary debates over energy and infrastructure, food security, governance and access to land, forest and water-based resources. Same as GEOG 2852."
ASTR 1000, "The Solar System", "Introduction to the night sky, planets, moons and the life in our solar system.  Highlights the latest discoveries from space. For non-science majors. Some lectures may be held at Fiske Planetarium. Offers opportunities for nighttime observations at Sommers-Bausch Observatory. Similar to ASTR 1010, but without lab. Degree credit not granted for this course and ASTR 1010 or ASTR 1030."
ASTR 1010, "Introductory Astronomy: The Solar System w/Lab", "Introduction to the night sky, planets, moons and the life in our solar system.  Highlights the latest discoveries from space. For non-science majors. Some lectures may be held at Fiske Planetarium. Requires nighttime observations at Sommers-Bausch Observatory. Similar to ASTR 1000, but with additional lab.  Degree credit granted for only one of ASTR 1000 or ASTR 1010."
ASTR 1020, "Introductory Astronomy: Stars & Galaxies w/Recitation", "Non-science majors learn the nature and workings of the Sun, stars, neutron stars, black holes, galaxies, quasars, structure and origins of the universe. Some lectures may be held at Fiske Planetarium. Offers opportunities for nighttime observations at Sommers-Bausch Observatory. Includes recitation. Degree credit not granted for this course and ASTR 1040 or ASTR 1200."
ASTR 1030, "Accelerated Introductory Astronomy 1", "Covers principles of modern astronomy summarizing our present knowledge about the Earth, Sun, moon, planets and origin of life. Requires nighttime observation sessions at Sommers-Bausch Observatory. Required in ASTR major/minor. Like ASTR 1000 and 1010, but taught at a higher intellectual level, including a significant amount of quantitative analysis. Degree credit not granted for this course and ASTR 1000 or ASTR 1010."
ASTR 1040, "Accelerated Introductory Astronomy 2", "Covers principles of modern astronomy summarizing our present knowledge about the Sun, stars, birth and death of stars, neutron stars, black holes, galaxies, quasars, and the organization and origins of the universe. May require nighttime observing sessions at Sommers-Bausch Observatory. Required in ASTR major/minor. Includes a recitation. Taught at a higher intellectual level including a significant amount of quantitative analysis. Degree credit not granted for this course and ASTR 1020 or ASTR 1200."
ASTR 1200, "Stars and Galaxies", "Non-science majors are introduced to the nature and workings of the Sun, stars, neutron stars, black holes, interstellar gas, galaxies, quasars, plus structure and origins of the universe. Some lectures may be held at Fiske Planetarium. Offers opportunities to attend nighttime observation sessions at Sommers-Bausch Observatory. Degree credit not granted for this course and ASTR 1020 or ASTR 1040."
ASTR 2000, "Ancient Astronomies of the World", "Documents the numerous ways in which observational astronomy and cosmology have been features of ancient cultures. Includes naked eye astronomy, archaeoastronomy, ethnoastronomy, concepts of time, calendrics, cosmogony, and cosmology."
ASTR 2010, "Modern Cosmology-Origin and Structure of the Universe", "Introduces modern cosmology to nonscience majors. Covers the Big Bang; the age, size, and structure of the universe; and the origin of the elements and of stars, galaxies, the solar system, and life."
ASTR 2020, "Space Astronomy and Exploration", "Covers physical principles of performing astronomy from space for science and exploration. The basic design of launch vehicles and spacecraft, orbital dynamics, and instruments will be described in the context of specific space missions (e.g. Hubble Telescope, Mars rovers) as well as prospects for future space observatories in orbit and on the Moon."
ASTR 2030, "Black Holes", "Black holes are one of the most bizarre phenomena of nature. Students are introduced to the predicted properties of black holes, astronomical evidence for their existence and formation, and modern ideas about space, time, and gravity."
ASTR 2040, "The Search for Life in the Universe", "Introduces the scientific basis for the possible existence of life elsewhere in the universe. Includes origin and evolution of life on Earth and the search for evidence of life  in our solar system, including Mars and Jupiter's moon Europa. Discusses the conditions necessary for life and whether they might arise on planets around other stars. Credit only for this course or ASTR 3300. Same as GEOL 2040."
ASTR 2600, "Introduction to Scientific Programming", "Introduces principles, methods and tools of scientific programming commonly used in research. Topics include an introduction to programming in Python, data structures, numerical methods for calculus and data manipulation/visualization. Techniques covered are relevant to many technical fields but emphasis is placed on application to problems in astronomy and planetary science. Class time is split between lectures and in-lab tutorials. Degree credit not granted for this course and PHYS 2600."
ASTR 2840, "Independent Study", "May be repeated up to 6 total credit hours. Instructor consent required."
ATLS 1100, "Design Foundations", "Introduces foundational principles, practices and methods of design. Emphasizes design as an expressive and creative problem solving tool. This course engages with design from a broad perspective including visual, computational, physical and auditory design practices. Through lectures, discussions and creative projects, students will gain a familiarity with the diverse applications of creative technology through design."
ATLS 1300, "Computational Foundations 1", "Explores computation as a powerful tool for creative design and expression in a project-based studio environment. Students learn the fundamentals of creative coding, computational thinking, and object-oriented programming. Hands-on topics include generative art and design, interactivity, animation, and visualization."
ATLS 2000, "The Meaning of Information Technology", "Surveys the history of information technologies and modern techniques of information production, storage, transmission, and retrieval. Emphasizes understanding not only the technological transformations in interpersonal, organizational, and mass communication, but also the technological, social and political changes that underlie the movement toward a digital society. Same as ENES 2020."
ATLS 2100, "Image", "Introduces techniques, technologies and concepts of digital image making and manipulation through lectures, projects and critiques. Focuses on digital photography, digital animation and digital video as a means to formal and expressive ends. This course also contextualizes practices and methodologies of digital imaging with historical and critical perspectives."
ATLS 2200, "Web", "Introduces techniques, technologies and concepts of web design and development through lectures, projects and critiques. Focuses technically on HTML, CSS and JavaScript as the primary web technologies. Contextualizes the technical and societal implications of the Internet through historical and critical perspectives."
ATLS 2300, "Text", "Introduces technologies, terminology and histories related to the design of text within digital and analogue media. Students will learn the fundamentals of design, typography and layout through lectures, projects and critiques. The curriculum surveys significant theoretical perspectives, historical periods and significant practitioners that influence the practice of typographic design."
ATOC 1050, "Weather and the Atmosphere", "Introduces principles of modern meteorology for nonscience majors, with emphasis on scientific and human issues associated with severe weather events. Includes description, methods of prediction, and impacts of blizzards, hurricanes, thunderstorms, tornadoes, lightning, floods, and firestorms."
ATOC 1060, "Our Changing Environment: El Nino, Ozone, and Climate", "Discusses the Earth's climate for nonscience majors, focusing on the role of the atmosphere, oceans, cryosphere and land surface. Describes the water cycle, atmospheric circulations and ocean currents, and how they influence global climate, El Nino and the ozone hole. Discusses human impacts from climate change. Recommended prerequisite: ATOC 1050."
ATOC 1070, "Weather and the Atmosphere Laboratory", "Illustrates fundamentals of meteorology with laboratory experiments. Covers collection, analysis and discussion of data related to local weather. Uses computers for retrieval and interpretation of weather data from Colorado and across the U.S. Optional lab for ATOC 1050. Recommended prerequisite or corequisite: ATOC 1050."
ATOC 2500, "Special Topics in Atmospheric and Oceanic Sciences - Lower Division: Gateway to Atms Science", "Acquaints students at the lower division level with current research in atmospheres, oceans and climate (Topics may vary each semester). May be repeated up to 9 total credit hours with the degree as long as the topic is different. Students may register for more than one section of this course in the same semester. Recommended prerequisite or corequisite: will vary depending on topic. Recommended restriction: students with 0-56 credits (Freshmen or Sophomores)."
BADM 1250, "Designing Your Leeds", "Designing Your Leeds is a class about customizing your college experience to get the most out of it.  Using a process rooted in Design Thinking, the course equips students with tools to design and prototype a college experience that best aligns with who they are and what they hope to get from college. Students will explore the purpose of college, reflect on personal values and strengths, learn about educational and career opportunities, and create a prototype of their 4 year experience. Through in-class activities and out of class assignments, students will also learn and practice professional and self-leadership skills."
BADM 2010, "Excel in Business", "Teaches beginner to intermediate level Excel skills, emphasizing efficient use of Excel to make sense of substantial data sets.  The course is designed to increase students' proficiency with Excel through a series of hands-on workshops.  The workshops have a business problem solving orientation and use real data from Leeds' corporate partners.  The workshops emphasize the most important skills that employers value."
BASE 2104, "BCOR Applied Semester Experience", "Focuses on major business decisions integrating across business functional areas. Students complete multiple business projects drawing on knowledge and tools from previous BCOR courses."
BCHM 1020, "A Path to Success: Introduction to the Biochemistry Major", "This course will help students navigate their first year of college and develop the skills needed for academic success as Biochemistry majors. Students will improve academic strategies (i.e. time management, problem-solving and study skills), identify available campus resources, learn how to get involved in clubs and gain research experience, and explore career opportunities as a biochemistry graduate. This is a first-year elective course specifically designed for first year and other students exploring their educational and career opportunities. Recommended restriction: New BCHM majors."
BCHM 2700, "Foundations of Biochemistry", "Covers chemistry of aqueous solutions; energetics in biology; structure of proteins, nucleic acids, carbohydrates, and membranes; protein evolution; macromolecular interactions; enzyme kinetics, mechanism and regulation. Will be taught from a strong chemical perspective and mastery of basic concepts of general and organic chemistry will be required. Familiarity with basic concepts of molecular and cellular biology encouraged. Formerly CHEM 4700."
